github_followers,github_public_repos,years_of_experience,skill_match_count,commit_frequency,repo_quality_score,collaboration_score,risk_category
15,13,1,6,0.1990148374007783,4.8368044575786655,0.4592005609126304,High Risk
35,49,14,8,6.99027414042095,7.288341471223035,3.3874449424367215,Low Risk
29,19,9,2,2.529118055562871,4.413600786856215,4.117645502263773,High Risk
17,49,7,5,0.40487824328304445,3.386396946864684,0.968921611641681,Medium Risk
1,47,14,7,4.028895789566308,2.9347857735901437,2.3590086669828834,Medium Risk
48,32,6,5,9.35217810170875,2.1147032004974653,0.5164179722275664,Medium Risk
76,42,7,1,0.11765094366997686,2.657463761866614,9.962420986170207,High Risk
3,14,11,6,5.878856919297817,0.9483043884410136,7.365572029698445,Medium Risk
89,11,2,1,5.0139647859532435,3.4685701092888954,0.8745015650275367,High Risk
88,39,14,1,8.733841643710475,0.365698123629582,0.20249379790092115,Medium Risk
93,19,14,1,0.8400171452062566,1.864138471663268,7.192878001522802,Medium Risk
74,29,3,0,6.815260298866503,7.467704446194291,4.3919216568266695,High Risk
6,37,4,0,6.801096984332773,3.2546898867662266,7.8679670906457595,Medium Risk
94,2,5,6,6.6908001686228324,6.682370169773439,9.234760378183838,Medium Risk
73,27,0,4,9.42334494935037,7.168841755972774,5.993003890163725,Medium Risk
38,25,3,2,8.230875290068804,5.811853427321135,1.8710842291725305,High Risk
12,29,10,0,0.4197272624350601,9.586977413653985,7.8219403604645255,Medium Risk
30,12,11,9,4.7108285070451315,0.21439866623113257,9.558117431743744,Medium Risk
70,12,9,5,3.979530562013335,7.386526505881421,5.802312870599559,Medium Risk
62,1,12,0,3.1014722109080206,9.587866439404081,6.819974472807335,Medium Risk
55,36,4,8,4.513367251540973,8.622717293529393,3.3747469503667302,Medium Risk
41,48,6,1,3.8419418492597748,1.6789269180501332,3.8152769466031122,High Risk
60,37,12,0,4.323338998786653,3.268203062517321,7.346544978530639,Medium Risk
41,1,4,6,9.792618656086425,1.724518398764654,9.277710984068191,Medium Risk
55,35,12,5,0.8863297474958076,6.013083638147041,6.289883872243522,Medium Risk
35,25,12,5,9.222308698387298,7.121879819794923,7.8984790848534745,Medium Risk
83,10,0,4,4.802367134710267,3.170737693630582,1.7163501741537301,High Risk
67,7,10,3,6.237422454995412,5.395065739842955,2.1195909025797355,Medium Risk
6,43,6,3,8.301829666176939,6.90920570071195,5.320346868333901,Medium Risk
53,39,7,2,3.6046302914925556,4.213398166110483,1.7655419224284052,High Risk
0,42,12,9,4.304219080879669,8.540155304554593,6.349950702209236,Low Risk
43,21,6,7,4.09518480278714,7.7154993528781715,2.9165318539469895,Medium Risk
44,19,10,6,3.7473102253575985,0.6466554385057066,7.91532618666892,Medium Risk
46,7,13,8,9.25529321646895,6.2112529909082905,8.081103466143434,Low Risk
12,28,12,0,8.289298911930121,2.353255509597496,4.6378745575535305,Medium Risk
21,39,14,6,1.089999898629761,5.5751826466727525,1.8081063503763528,Medium Risk
20,25,3,9,1.0812335247709604,9.568884426329662,6.467749610819325,Medium Risk
85,29,7,3,4.278695148529912,8.790620045522502,9.927870182635864,Medium Risk
91,16,14,6,0.9865737673280905,4.045164031151317,6.225908979425233,Medium Risk
8,19,4,0,6.190930952711197,2.915138583443534,0.3577469071400785,High Risk
25,15,9,4,1.4369160726173391,2.34405744408259,0.1729397576708258,High Risk
8,45,8,2,5.223732639668011,5.325148697565201,3.203619704923062,Medium Risk
14,42,11,4,0.07219947003717753,1.1424845325805633,1.9578380686040486,Medium Risk
9,6,11,3,3.1659634841264674,5.492750081282486,8.130512071433081,Medium Risk
87,15,9,1,6.7719072367265545,0.013336394907920157,8.448056670360005,Medium Risk
41,44,4,3,4.840389402278484,3.2384963074584485,2.5861877131047617,Medium Risk
71,46,0,2,9.782694859989881,2.199343138305813,3.256447769498927,High Risk
23,47,11,0,8.741037960662108,9.71218789960782,2.3624696771511466,Medium Risk
79,26,8,9,3.5907077904315123,7.27242319569979,9.08382547371264,Medium Risk
48,22,11,7,0.454865414722746,3.496533804622377,5.026493346222822,Medium Risk
25,23,4,4,8.456263001150187,0.9284508653062051,6.561370440820199,Medium Risk
90,8,5,3,9.112343103146713,5.16800594690624,4.154820866996033,Medium Risk
36,34,3,9,8.206273934190367,2.134478813260423,6.310141935045311,Medium Risk
67,19,5,4,1.2794994091976486,5.364295458983578,3.858553767217361,High Risk
49,36,11,3,9.979151344122878,8.353623541788926,3.3967843772922546,Medium Risk
23,41,7,2,2.5858422155277383,6.157925521013854,6.344800731734802,Medium Risk
18,16,2,4,7.242049128083701,6.337884195450022,5.910620780489893,Medium Risk
99,46,4,3,9.080348763357215,5.410302890628115,2.9352795416794963,Medium Risk
59,30,1,0,2.356871143307094,9.272656326314092,1.4934845031947341,High Risk
38,7,13,2,9.08258554677066,9.319026844206032,3.6857669383813763,Medium Risk
73,14,1,9,3.09481579194867,5.127232010735522,4.151976391419092,Medium Risk
88,30,12,9,9.764132223840562,3.057594871435044,6.286843334246049,Low Risk
17,29,6,7,2.812600203804746,4.595870058794439,9.145287636368638,Medium Risk
18,45,9,6,9.534358247578352,1.8655791219561568,0.3618479753292514,Medium Risk
35,19,12,1,0.535446508926749,6.363443153180893,2.436610125418449,Medium Risk
73,38,9,0,7.09272011669813,5.000923357822332,1.9371594227956035,Medium Risk
96,11,13,2,5.321111338370037,1.033004778132799,5.022944086937836,Medium Risk
54,48,10,4,4.778770771227307,1.9764778111961534,4.297008070431598,Medium Risk
68,16,9,9,2.2349431425584,4.7963195619952685,7.290376238201884,Medium Risk
46,41,5,0,7.0559578977649196,8.875889907188583,2.4241591254486385,Medium Risk
48,29,3,2,1.908094914463071,5.663907206310974,5.944983657497586,High Risk
98,28,4,2,5.528417959847682,6.815350002084708,8.838572635999594,Medium Risk
97,18,0,4,2.5324536304025083,3.3902854974390975,9.106777399183047,High Risk
32,45,6,2,9.55621379781356,5.714113930442343,9.587846047250311,Medium Risk
20,10,7,8,0.28631193835652824,4.473798226380675,7.732611520799885,Medium Risk
80,33,8,0,1.9972828011123656,6.591299126231607,9.05987906258915,Medium Risk
21,49,7,3,2.423106063874477,0.5057556607901037,2.345308719852742,High Risk
47,6,4,9,4.140678257678164,4.933002162389592,1.9758094435047702,Medium Risk
36,43,2,9,2.327302418700535,2.9599262514396694,0.06488083780526455,Medium Risk
14,33,9,3,4.913490902687853,3.2618506127790923,7.068443574290983,Medium Risk
34,19,10,0,8.72465523258539,9.609174315580614,9.374671878137445,Medium Risk
91,49,8,1,7.120634214091708,1.8269481271138277,1.8693534504167642,Medium Risk
70,37,14,0,5.79961980535111,3.112452525785969,6.369435754268789,Medium Risk
31,23,5,5,0.8900317798267965,5.098925757308717,7.464597592217776,Medium Risk
10,9,14,2,6.939921083892756,8.630269481496237,9.276142351480566,Medium Risk
9,31,4,6,1.6641428431093985,4.166700832063705,6.468602240172217,Medium Risk
72,14,12,4,7.86367385961698,7.43865280888171,9.702937327487524,Medium Risk
77,36,2,8,2.500567585101532,8.563740982148024,3.4467314101254773,Medium Risk
76,19,5,6,4.170487283209009,3.1001635582184894,3.4992853377140767,Medium Risk
56,2,2,3,3.504702023179279,3.9275018353870994,5.430125100143456,High Risk
24,36,9,4,8.588139146748567,3.5655622368835624,3.8350188111590713,Medium Risk
1,39,11,4,1.2654445871340814,8.32855808617921,0.014257282875326238,Medium Risk
63,7,5,4,5.656448823847886,0.4434686195360116,7.317720250869874,High Risk
34,39,3,9,1.4206160944306223,3.0842108882868002,7.517170414784834,Medium Risk
6,43,14,8,7.047958361321866,6.794085575951298,7.469746046867705,Low Risk
84,22,1,9,9.050781277944811,5.6544349956534266,3.450206666104666,Medium Risk
17,39,7,2,4.346076538672534,4.362893592936943,5.222894733111719,Medium Risk
66,10,3,5,4.8809226026497585,5.399482272213843,3.5997351817666945,High Risk
41,45,8,7,9.274228364827623,1.9758458582831828,0.1603640003064577,Medium Risk
38,7,6,8,5.209913886493571,4.307166216080104,5.624489412714188,Medium Risk
40,28,11,6,4.875984380495609,5.017029841763491,1.2376066608401104,Medium Risk
74,29,1,2,5.783291027043042,9.011891219546017,0.800413240914406,High Risk
23,9,3,0,6.8922973636295195,2.608351628039763,7.554990686967872,High Risk
59,38,4,3,1.0688337508703138,8.678285021649327,0.09506202418105625,High Risk
45,27,2,5,8.211105277415161,6.442414008259819,9.590084436087261,Medium Risk
18,48,8,2,4.3550502745325925,0.20340831067600984,5.152553641125769,Medium Risk
67,35,12,0,0.7234850989748554,7.2463133689939365,9.830164307061484,Medium Risk
89,12,4,5,7.861826691982131,0.3555187754905509,0.5799757247270843,High Risk
41,31,1,0,3.769499716862721,9.973811268138132,5.835295488659132,High Risk
31,35,10,8,1.0036749509505394,8.726366876911978,3.493270359759112,Medium Risk
38,36,2,0,6.337790395432505,2.9734374754004564,8.434824928142858,High Risk
35,25,13,5,8.801313534336417,2.5741123019670544,3.6122273523428627,Medium Risk
96,21,14,0,8.877535094139864,3.814410821056089,2.604875790573491,Medium Risk
35,3,8,6,9.576634748089731,3.5616696531444303,8.575531270999132,Medium Risk
2,30,6,2,8.67705459766688,3.7233781838538107,3.7465309165326097,Medium Risk
72,17,1,5,0.02140919345475223,3.182765461194804,0.1683331986056147,High Risk
7,37,8,6,3.8024116641339023,6.211334068483314,3.902891008393338,Medium Risk
96,23,13,0,8.18542579905503,1.6426366372062395,6.545222690109419,Medium Risk
69,22,3,0,3.662530059984742,8.459812924460131,2.5435953880638182,High Risk
40,21,12,4,6.015485063797062,8.124024840313153,4.319875924251573,Medium Risk
67,1,8,5,6.063169473745321,4.764832078552704,0.5671513828222552,High Risk
12,30,14,8,3.6502530403882307,8.527299652785477,5.880927915139572,Low Risk
48,10,12,0,9.044739272812876,2.471450700302933,7.562949238603938,Medium Risk
59,27,1,3,5.032283453861176,0.17565455703966948,4.133125614011103,High Risk
1,45,14,9,4.647842059375008,6.19207925029823,4.202326328014601,Low Risk
59,31,11,7,9.97513745661896,4.579094069647153,0.8828249858491644,Medium Risk
4,4,9,9,4.935003640726166,5.671645462958707,2.0194086451198254,Medium Risk
43,37,11,8,1.7839825192858105,8.99339409018403,1.5467530312791267,Medium Risk
26,9,3,2,5.130694228634381,9.699255735659435,4.8168776866153795,High Risk
31,39,4,1,8.140167355199301,6.344531397556031,5.292555409507501,Medium Risk
20,45,1,3,7.768603268982814,7.640555898524384,9.4894013128426,Medium Risk
7,23,9,1,7.88581765108471,0.8380843348716427,0.732315042772339,Medium Risk
71,34,0,0,7.080237839979118,1.6071558489150561,5.998679731550471,High Risk
49,43,6,2,2.5421782906668824,7.3320480495297655,5.264985273282413,Medium Risk
66,47,9,6,8.620840858402314,4.31365456388002,5.162330979358291,Medium Risk
43,22,0,0,8.93443465376265,4.459652704044057,8.731592873828264,High Risk
57,16,10,1,1.9415269661854906,3.086076816354366,2.0553847069548645,High Risk
2,0,10,0,1.3045563655139392,6.073563834777438,0.40773274341371457,High Risk
85,30,7,7,9.75604968589112,1.851650454162026,6.722715076341926,Medium Risk
69,30,2,4,8.683239636503679,6.269162793138956,3.4515746413598016,Medium Risk
1,41,13,7,8.932361472099467,1.7379885713523968,0.17589916212524592,Medium Risk
86,41,9,2,8.863763846243952,0.638260347097136,2.513740072904138,Medium Risk
43,33,5,6,5.416868240337283,3.3035768869906104,3.093267742168119,Medium Risk
1,8,6,7,6.4640173666579965,2.3114034200984768,6.16838376784242,Medium Risk
80,21,9,5,5.453628521336417,8.889916385563323,1.725857940492721,Medium Risk
34,12,0,6,0.5120634919032907,0.549534538686266,4.13054347953398,High Risk
97,24,13,1,7.4550308535277265,1.7661369257412285,4.824754444178325,Medium Risk
86,47,5,7,5.053320333358803,5.487196055830495,4.592373913640909,Medium Risk
29,17,6,4,6.477090747902298,4.8106719084747365,9.739407666667818,Medium Risk
7,11,5,6,5.026398049755353,0.4585201837470154,0.4550423779029611,High Risk
21,39,3,0,4.91811322322456,0.07252428015144474,9.509681864523994,Medium Risk
43,16,0,4,1.7178910947776682,9.880679419611498,5.819372139940333,High Risk
57,14,10,0,2.7871371514114895,6.588347003588382,7.957277149698383,Medium Risk
35,41,8,7,1.588526919439558,3.6540613090155682,4.3039261801607545,Medium Risk
68,14,3,3,1.9566629562534243,4.704322476632413,4.538378812569804,High Risk
76,14,6,3,9.729773804203049,2.6655012045428697,8.793264990158235,Medium Risk
92,38,6,1,1.5311344577219843,3.4487378369320973,8.95934496291902,Medium Risk
30,12,1,4,2.6927042430520762,6.490444672682139,2.386888814312976,High Risk
46,16,0,0,5.90589657738585,8.828117988673707,1.9924187858461817,High Risk
54,31,7,8,6.1017857623664185,1.8413002308118487,4.96235173869951,Medium Risk
79,8,7,4,1.5397412974382907,8.403615053853187,9.002770271276916,Medium Risk
61,39,6,5,7.937174257852123,1.2155662951826907,3.223550934061763,Medium Risk
29,19,13,1,7.85202867912825,2.149922235883912,6.5201461533913125,Medium Risk
54,25,14,9,2.373177042038911,0.3717528804964598,7.0815168774060115,Medium Risk
15,26,14,9,2.8866630267546043,1.4081186209299945,7.786746648941558,Medium Risk
11,20,14,0,9.37987865459497,9.173031454640505,5.639244579209633,Medium Risk
16,17,14,3,8.25671445979478,4.594387466183786,4.024551782789696,Medium Risk
15,12,7,6,6.977970330625238,0.7766586177835355,9.67015988798973,Medium Risk
11,15,2,5,0.8223322151060053,9.597268380389613,6.113307533028527,Medium Risk
7,8,10,9,4.182640809025758,8.7899230775865,7.285652116332708,Medium Risk
83,11,1,0,5.593018720768271,7.546825208681413,3.4498284569587834,High Risk
2,43,6,0,1.8741128798377693,9.33472791947558,6.699491810030801,Medium Risk
15,37,7,7,4.482265821082246,2.2012942083576412,2.577976621641259,Medium Risk
29,18,0,3,6.0102587748869,8.363692930100864,2.4509691752863616,High Risk
22,6,11,4,3.273766801153992,6.899911963543062,7.147222018094263,Medium Risk
91,34,9,6,7.809448189504872,8.697592495676883,5.213947362629351,Medium Risk
4,47,8,7,8.404495816388055,7.969115657426298,6.832766104223897,Low Risk
83,17,14,9,3.2360946943407076,3.46495063176825,2.6943849074809165,Medium Risk
64,15,12,6,8.386571544924571,7.743985370172556,5.987233410567304,Medium Risk
29,38,14,1,1.0357656610301502,2.624563029848903,4.4393364970311255,Medium Risk
20,3,10,3,8.377290986226564,3.2859216302805483,5.969602868455279,Medium Risk
83,24,3,9,1.527504316676166,1.0790571722297615,2.9087973224421937,High Risk
69,31,13,0,0.8292715250972604,9.350766159804687,7.154509636491238,Medium Risk
21,39,11,9,6.417754044410112,2.9100336340028155,8.059293661594655,Medium Risk
81,12,13,8,4.719373657552943,5.2062246517145185,2.5991647385772367,Medium Risk
71,44,3,2,9.078906004128328,3.9133283646619264,3.006205598556421,Medium Risk
31,16,2,2,3.631891960908492,9.599281205835016,6.61154269719093,High Risk
32,48,5,9,2.8715226343762867,3.350491709384824,6.955851743035442,Medium Risk
15,36,0,8,5.0073490614419836,7.785458214226891,7.040996843974501,Medium Risk
75,5,5,9,4.559461857686613,8.5541615463118,6.8269850477583685,Medium Risk
37,18,1,2,3.4442804621718826,4.356064974809659,3.928077169525388,High Risk
97,12,8,7,6.9374129869832855,3.7817181445293127,3.9485367440367836,Medium Risk
13,25,1,1,7.595618339139083,7.477458209326279,2.5481762364438145,High Risk
35,13,6,2,8.529839690301365,9.12895980306234,1.5683369989636298,Medium Risk
96,30,11,1,9.728566047103428,7.549317330722383,6.925773793969057,Medium Risk
22,3,0,0,2.6665619213250444,2.271263655918656,0.9318878597231284,High Risk
65,38,11,1,7.160934824899615,8.883077474377053,9.377922867867817,Medium Risk
84,7,6,7,3.9425823549574526,3.875816674368331,8.266863036714513,Medium Risk
1,24,4,8,6.770819719511081,5.7622941177793425,8.575057399572561,Medium Risk
90,12,7,1,4.7598169034922035,8.31435619292711,9.066688146151902,Medium Risk
72,31,3,6,9.937731027679316,1.8839476740049221,4.086049707232401,Medium Risk
64,37,14,4,7.289021357907499,7.845101356775531,8.46700723350401,Low Risk
74,37,11,2,9.524913004343246,5.961627979106775,1.5806130029164933,Medium Risk
66,27,14,8,8.349695494811858,8.933416418276082,0.21641794608235676,Low Risk
51,29,9,5,9.02901011163371,1.7197040184354295,7.848913946638501,Medium Risk
61,2,6,0,8.14419197214675,4.206822370409284,0.747966479969393,High Risk
22,27,5,4,4.591591303759114,8.328430928668375,9.885246673259216,Medium Risk
25,2,4,6,2.5178845334688438,0.19231703456760174,6.747964296015559,High Risk
67,44,3,3,3.703201754505222,1.1220136676564285,7.534497102421055,High Risk
81,33,14,7,0.20236232639950447,9.905652127567347,2.4580385627786594,Medium Risk
54,15,6,9,5.239931674646671,2.8039417859035054,6.738653939196881,Medium Risk
5,21,11,4,5.050578002704087,9.755431937239534,0.4321993725495721,Medium Risk
34,31,4,8,5.252504648304882,1.825315510086739,8.378257199236009,Medium Risk
21,37,4,8,9.740312249720638,3.6109444300733564,1.6962409303157244,Medium Risk
42,7,14,8,9.114540034548392,7.528694445035706,6.973580668337705,Low Risk
14,7,0,0,1.61712778330108,6.577784072381785,2.2448050123272836,High Risk
85,5,1,1,3.688825215558892,5.811223999290556,0.6845316942604274,High Risk
59,13,4,2,4.239561794632619,5.298991758050075,4.814936785493943,High Risk
11,31,12,3,3.6053291785164774,8.434404436647402,1.6928621027278945,Medium Risk
48,34,2,9,7.984959636039131,2.349485628333927,7.294439883265498,Medium Risk
41,9,13,8,5.2403766986758695,4.424709269935184,2.3756584338348485,Medium Risk
37,2,12,9,5.720998169716251,1.5545229215645728,3.4247255623582884,Medium Risk
81,11,1,5,8.530135589879254,5.959415957307044,5.674392512644729,Medium Risk
44,48,13,0,8.059281534153586,2.5054442427132018,2.8496827757731156,Medium Risk
34,30,13,8,1.3221152282029969,3.3384206434338584,3.7798811620996164,Medium Risk
29,28,3,5,7.139145840836343,4.712507166235281,8.156217710403867,Medium Risk
87,4,3,3,4.354361289020355,0.26770585703127847,1.792098495610257,High Risk
29,24,3,3,2.9464890306250044,0.9193793592083765,0.8220158948193368,High Risk
77,40,3,2,0.5001882090218635,6.859292207082196,3.2835778513301928,High Risk
5,30,2,6,4.87249560345451,4.289699807175072,4.243767670138782,Medium Risk
66,20,12,2,3.554366807245314,8.647902219998954,5.426592821365677,Medium Risk
79,19,11,1,2.5151303967640084,6.946720036441994,3.72423696175007,Medium Risk
6,38,6,9,6.9467172959695755,0.08100941647322446,7.899117002228051,Medium Risk
51,21,8,7,7.69485387315587,6.167123307671348,0.39319487668473263,Medium Risk
13,3,11,3,2.447895190294248,0.9372486605971642,4.3176753819855795,High Risk
72,12,4,7,0.49447436679347256,7.809331797904942,3.8225591465640463,Medium Risk
14,44,3,0,8.48752700565235,9.91507688278502,6.47578490806859,Medium Risk
20,41,10,4,0.09959741204303318,5.311987942415115,9.66276251897396,Medium Risk
34,49,1,8,9.37112493921472,6.827795001941304,5.103754066288621,Medium Risk
65,48,1,0,6.276198739827059,2.3731416089475155,9.868768469417205,High Risk
90,19,4,3,3.218466352013203,4.375977437537935,3.0224939491319747,High Risk
1,12,6,5,2.464779095767362,8.560953322363837,0.30868132542461013,Medium Risk
34,16,9,9,0.09005664264475244,1.6742294774625122,1.6566316747641274,Medium Risk
81,35,9,7,2.3547141701087715,2.655356056137621,3.9512488477456733,Medium Risk
77,32,8,2,1.377283015171411,4.454336752860302,3.163339091885522,High Risk
19,0,12,4,6.121662207231457,7.12248891844014,0.9705413098337767,Medium Risk
81,14,6,6,1.665455885938013,3.7588395479567382,4.326601076907169,High Risk
9,12,4,0,5.286298375366193,9.277322797830038,3.3811577165956272,High Risk
24,16,9,6,5.901164223444708,0.9445705126871917,1.2261922045743845,Medium Risk
65,23,9,7,2.980416983469145,3.708041975448475,2.9611713061190894,Medium Risk
24,7,9,7,0.35064949018718705,7.089541234284219,8.864360553553905,Medium Risk
53,49,5,8,0.372538806141961,2.2598676566149245,3.020488654893402,Medium Risk
32,26,10,5,0.26347332193917605,6.564131342296729,7.139554232420516,Medium Risk
35,44,11,5,7.3912466713654625,1.6421695822734594,6.120470796577556,Medium Risk
94,22,2,1,3.180097048142981,0.5598028486168638,4.271811624083718,High Risk
13,45,4,2,7.963001859676636,1.2101571674864886,2.3902563680366917,High Risk
64,7,7,3,4.317328238428492,9.299847831341348,3.6901469934594546,Medium Risk
79,7,0,3,4.529981008299639,5.5175088293955135,5.921072134710428,High Risk
53,25,11,7,5.128826025095737,7.96345775479649,3.5075321474935492,Medium Risk
51,46,0,0,7.130314563751039,3.326545009050512,2.1489643357423183,High Risk
2,12,6,9,2.735028658297071,5.926586478854467,1.164627488916321,Medium Risk
98,38,13,3,1.215873495335269,4.949521337049916,8.797669379095653,Medium Risk
40,36,4,3,5.5605733519146145,9.45737959402294,4.403129757519056,Medium Risk
5,48,13,0,3.2697762324273927,7.475746360541104,6.2520832174293,Medium Risk
24,27,4,2,4.424913136680374,7.305426314965791,4.904103611368052,Medium Risk
12,24,0,4,6.469467083373054,0.4635326943427953,8.725665183579634,High Risk
97,15,8,5,4.941257411412706,5.496696690036911,5.4693485244821085,Medium Risk
7,1,0,8,6.202788171008429,4.669914539018149,4.8078141794911335,High Risk
20,17,4,8,5.442000021136279,9.278422666061946,9.246009904217127,Medium Risk
97,16,9,8,7.397963719360991,2.5734198818953224,7.196895960453546,Medium Risk
67,29,8,0,7.0593661771162,2.698334532910943,1.1154990734685732,High Risk
24,38,13,8,5.341898918086192,4.113462488815004,1.7770446119681405,Medium Risk
78,12,14,7,6.789030208597069,2.4336971340637605,7.871228629394419,Medium Risk
67,31,3,1,8.735596022726128,1.291839178087495,8.358513211799544,High Risk
44,49,12,0,4.322712877881686,8.574148466508008,5.451908290902965,Medium Risk
59,28,7,0,4.1276307274879365,5.582765244039159,5.5445522786663926,High Risk
11,45,5,5,7.642456208523801,8.613627189565667,6.319329628514446,Medium Risk
31,29,10,8,5.82553837041994,8.31134765403696,4.391157742826395,Low Risk
95,17,14,6,0.7100678022258855,2.820423547896711,6.80199123483904,Medium Risk
91,12,2,4,8.921120156910813,5.47737444324274,1.084812575664157,High Risk
12,42,3,1,0.30783102237640136,0.8321770274007045,9.612792423673863,High Risk
30,20,1,0,7.483963562097431,9.152518840307584,7.501548237949217,Medium Risk
77,29,0,1,7.587941427043129,4.042627150651531,6.311742040090069,High Risk
19,20,12,0,9.531110852819305,3.936761838890214,3.163220570094807,Medium Risk
17,47,13,2,0.5413440840232076,3.027553706179532,1.6095548745672916,Medium Risk
92,16,7,5,5.96856860784491,4.606637447107039,4.093429638289447,Medium Risk
59,39,0,7,4.278405706270529,2.5175938654544803,6.615767405740584,Medium Risk
62,18,13,2,3.3063295485954205,3.7485227279680453,6.33709743423111,Medium Risk
5,14,12,9,0.9031856029907304,7.999470485848819,3.826411550655715,Medium Risk
31,8,10,8,5.626541196713092,8.342555035851719,6.1328639383312975,Medium Risk
92,9,0,9,4.790407256746136,3.0418247762851616,8.137482955675475,Medium Risk
42,43,3,4,1.0455445815102427,4.690144305527879,0.26284772337607065,High Risk
1,30,9,6,6.124895070970834,8.738197762800523,4.506210479302757,Medium Risk
59,22,11,7,7.379531202529384,0.5267333182969713,7.58555228466791,Medium Risk
22,29,9,2,7.672783010536483,8.891449619957854,5.461444704633772,Medium Risk
82,32,14,1,9.053731882624273,2.191843456523317,6.5147608792907,Medium Risk
30,8,5,1,4.094707418887772,6.785392442143758,5.16676392605342,High Risk
4,46,8,4,9.53072768622137,5.8255169638460025,9.91874544682311,Medium Risk
82,0,0,0,8.654294050826861,5.529407481892521,0.5462153648903822,High Risk
33,43,6,1,2.96501571023939,8.593602247528214,4.910448217723773,Medium Risk
9,34,9,8,1.5928303734945848,1.0157214364466127,0.9141654911451769,Medium Risk
88,10,10,6,4.353893961280134,3.4702802532563606,1.5978556211357042,Medium Risk
1,33,4,5,4.0189870795596665,5.382527463447656,3.8303835041826186,Medium Risk
10,15,11,8,5.757193053312043,8.112888539460398,1.555400915004873,Medium Risk
49,8,14,6,5.83386232327748,2.164430834116715,9.636871659566511,Medium Risk
30,31,7,4,7.499869843799752,8.029298413742762,9.467897767251591,Medium Risk
55,14,13,8,5.098899482056102,3.9963848249393576,3.3610964622060377,Medium Risk
78,11,6,5,1.0482264094076554,1.889138564336954,6.397477120376795,High Risk
72,32,3,5,8.582913355531062,7.5898644044348265,5.337533205937861,Medium Risk
86,44,3,3,3.097645831851871,0.9089890147454782,8.155869805157685,High Risk
82,13,5,0,9.71297460306592,5.1476737407544295,6.274456098169422,Medium Risk
8,7,5,4,1.1786010867977015,0.6387578386188841,0.00252454490562104,High Risk
98,7,8,8,9.582511722325032,3.564178551577876,7.631743856097389,Medium Risk
20,26,11,7,0.9101180688251698,6.010767990063926,7.468481212961181,Medium Risk
72,11,4,7,2.310361379470595,5.561155414872131,5.09722705566481,Medium Risk
27,0,7,4,0.4657994208654159,4.046554179046665,9.029189732330538,High Risk
61,42,4,8,7.05113146638995,4.290479939721157,9.084462056904016,Medium Risk
6,39,1,2,8.502987365717917,2.2676955335076654,5.2391167670439724,Medium Risk
79,41,14,2,4.340710818159804,4.558825884241029,6.079882311965377,Medium Risk
15,10,5,0,9.285220750424298,9.532548557208342,9.965220719246723,Medium Risk
96,38,8,8,5.902990717555996,8.504529177837904,2.988202348114175,Medium Risk
3,42,12,5,6.300071354465232,1.452328690763438,3.246172423114774,Medium Risk
3,30,2,1,8.4541920170077,0.2978078732092093,1.8277390266349636,High Risk
39,16,0,7,2.968002050518389,9.335243127166306,8.95866939157868,Medium Risk
16,32,0,8,3.542657213276258,5.267497498807476,7.4448838994926625,Medium Risk
51,31,12,8,9.059519191946443,5.378378231493077,1.056428488702419,Medium Risk
92,28,2,1,9.009634960387638,7.807179957065223,9.817673511979656,Medium Risk
51,20,9,1,9.764827762008709,3.1468897387132655,7.309617081611161,Medium Risk
35,20,4,6,9.018383164416711,4.819075688360021,8.505221096049745,Medium Risk
37,39,2,3,1.273720360333609,9.686629131467376,0.48150789173200925,High Risk
49,22,8,0,8.237242861369873,6.721486869324071,5.049609189421677,Medium Risk
62,5,7,7,4.098384781095941,1.5374503199578593,6.985982867270392,Medium Risk
62,21,2,1,9.908013559459379,1.332267479843533,5.429465845718413,High Risk
61,49,8,2,4.722809643288011,2.042647583330054,6.666474656992775,Medium Risk
98,37,14,4,5.538360825022206,7.667116744207175,8.178740635904726,Medium Risk
6,36,12,2,5.297749152567985,2.9537700384061605,3.743370629601962,Medium Risk
26,44,5,6,3.217370298582778,0.21388846675079787,8.486686756187098,Medium Risk
91,7,12,6,0.7502208889291817,9.441743635056618,1.6291610476529073,Medium Risk
85,40,6,1,8.956512304019185,1.6971341639491067,2.7088605502637475,Medium Risk
13,48,3,6,8.026758125262868,0.09558186148068581,0.43345619927325774,Medium Risk
70,34,3,5,1.3952678055966927,2.37131602383323,3.644268113352511,High Risk
85,10,11,9,7.7676827135007285,2.3502878711813366,3.799095448241203,Medium Risk
4,23,12,8,6.2584666605061,4.220052508457231,8.05270597207251,Medium Risk
54,48,1,8,4.0914378791762225,9.203898315000368,6.5313067028965595,Medium Risk
1,20,4,1,2.5402114909556275,8.79184917779098,4.367225581556666,High Risk
61,1,7,6,8.597287835022325,4.56894554982428,6.521139786237482,Medium Risk
90,39,6,4,7.001882592940531,4.108999049918065,0.5278335051569116,Medium Risk
20,18,6,5,5.477399094691369,5.550090864748513,1.8027153601837609,Medium Risk
78,38,5,0,6.095685338984641,2.4345401197176573,6.26947855241755,Medium Risk
20,27,2,6,0.9106618208218098,0.5218499196636284,6.413668192253023,High Risk
9,16,4,5,4.739197609111919,9.392241361712067,7.741346587074272,Medium Risk
86,5,12,3,1.93700292785702,1.8669898487717274,4.029997590536022,High Risk
57,18,0,0,2.0838367900882537,1.984007292457164,7.225540966161562,High Risk
